A,01/01/26,00:04:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,112.74,,,
A,01/01/26,00:09:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,112.98,,,
A,01/01/26,00:14:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,113.22,,,
A,01/01/26,00:19:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,113.52,,,
A,01/01/26,00:24:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,113.70,,,
A,01/01/26,00:29:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,113.94,,,
A,01/01/26,00:34:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.18,,,
A,01/01/26,00:39:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,00:44:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,00:49:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,00:54:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,00:59:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,01:04:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,01:09:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,01:14:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,01:19:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,01:24:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,01:29:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,01:34:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,01:39:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,01:44:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,01:49:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,01:54:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,01:59:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,02:04:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,02:09:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,02:14:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,02:19:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,02:24:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,02:29:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,02:34:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,02:39:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,02:44:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,02:49:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,02:54:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,02:59:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,03:04:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
A,01/01/26,03:09:00,443230323937FF171E0D-5,1181400.00,380400.00,429000.00,372000.00,114.30,,,
